,id,date_taken,Time Spent,curent_role,Q2 - Did you switch careers into Data?,salary,Q4 - What Industry do you work in?,language,Q6 - How Happy are you in your Current Position with the following? (Salary),Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Q6 - How Happy are you in your Current Position with the following? (Coworkers),Q6 - How Happy are you in your Current Position with the following? (Management),Q6 - How Happy are you in your Current Position with the following? (Upward Mobility),Q6 - How Happy are you in your Current Position with the following? (Learning New Things),Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important thing to you?",Q9 - Male/Female?,age,Q11 - Which Country do you live in?,Q12 - Highest Level of Education,Q13 - Ethnicity,sal_min,sal_max
206,62a36b862e54c9003e5383c6,2022-06-10,0:02:21,Other,No,95.5,Other (Please Specify):hospitality,Other,5.0,2.0,0.0,2.0,0.0,0.0,Neither easy nor difficult,Good Work/Life Balance,Male,34.0,United Kingdom,Bachelors,White or Caucasian,86.0,105.0
207,62a36d12f8d5efcc22f82cd8,2022-06-10,0:02:58,Student/Looking/None,No,20.0,Tech,Python,0.0,4.0,7.0,6.0,7.0,8.0,Easy,Other (Please Specify):Learning possibilities,Male,24.0,Other (Please Specify):Belgium,Masters,White or Caucasian,0.0,40.0
208,62a36d3124a262602738862c,2022-06-10,0:02:23,Data Analyst,Yes,20.0,Telecommunication,Python,5.0,8.0,8.0,9.0,7.0,9.0,Very Easy,Better Salary,Male,26.0,Other (Please Specify):Iraq,Bachelors,Other (Please Specify):Kurdish,0.0,40.0
209,62a36e470a77c1a77f662470,2022-06-10,0:01:21,Data Analyst,No,137.5,Tech,Python,10.0,5.0,10.0,10.0,6.0,10.0,Difficult,Good Work/Life Balance,Male,28.0,United States,Bachelors,Hispanic or Latino,125.0,150.0
210,62a36e7024a262602738890a,2022-06-10,0:00:59,Student/Looking/None,No,20.0,Education,R,5.0,4.0,4.0,4.0,5.0,5.0,Difficult,Good Work/Life Balance,Male,25.0,Other (Please Specify):Germany,Masters,White or Caucasian,0.0,40.0
211,62a36fe67dc029e2d66c5303,2022-06-10,0:02:52,Data Analyst,Yes,20.0,Tech,Python,1.0,4.0,9.0,7.0,8.0,10.0,Easy,Better Salary,Male,33.0,Other (Please Specify):Colombia,Bachelors,Hispanic or Latino,0.0,40.0
212,62a3701f575fa3a5ae89164e,2022-06-10,0:01:01,Data Analyst,Yes,75.5,Finance,Python,4.0,4.0,6.0,3.0,4.0,0.0,Neither easy nor difficult,Remote Work,Male,30.0,Other (Please Specify):Ireland ,Masters,White or Caucasian,66.0,85.0
213,62a370635d257a28a30de5eb,2022-06-10,0:02:51,Data Analyst,Yes,20.0,Finance,Python,1.0,1.0,1.0,1.0,1.0,1.0,Very Difficult,Better Salary,Male,35.0,India,Bachelors,Other (Please Specify):Indian,0.0,40.0
214,62a37128d8c00e9f541a39dd,2022-06-10,0:01:57,Data Analyst,No,20.0,Other (Please Specify):Automotive,Other,5.0,2.0,5.0,5.0,3.0,4.0,Difficult,Better Salary,Male,25.0,Other (Please Specify):Romania,Bachelors,White or Caucasian,0.0,40.0
215,62a3715124a2626027388f02,2022-06-10,0:01:21,Data Analyst,No,20.0,Real Estate,Python,4.0,7.0,9.0,5.0,2.0,8.0,Easy,Better Salary,Male,23.0,Other (Please Specify):Spain,Bachelors,White or Caucasian,0.0,40.0
216,62a37222cf2555431730732d,2022-06-10,0:02:10,Data Engineer,No,20.0,Healthcare,Python,6.0,6.0,6.0,5.0,4.0,7.0,Neither easy nor difficult,Good Work/Life Balance,Male,24.0,Other (Please Specify):Mexico,Bachelors,Hispanic or Latino,0.0,40.0
217,62a373efbc6861bf3177360b,2022-06-10,0:02:40,Data Analyst,Yes,187.5,Education,Other,8.0,9.0,9.0,7.0,6.0,6.0,Neither easy nor difficult,Better Salary,Male,27.0,United States,Masters,Black or African American,150.0,225.0
218,62a3759e5d257a28a30def3a,2022-06-10,0:01:24,Data Analyst,Yes,75.5,Other (Please Specify):Chemical Manufacturing,Python,4.0,10.0,10.0,8.0,5.0,6.0,Neither easy nor difficult,Remote Work,Male,32.0,United States,Bachelors,Asian or Asian American,66.0,85.0
219,62a3777624a262602738997e,2022-06-10,0:01:55,Data Analyst,Yes,53.0,Tech,Python,3.0,5.0,4.0,4.0,4.0,4.0,Neither easy nor difficult,Good Work/Life Balance,Male,50.0,Canada,Bachelors,White or Caucasian,41.0,65.0
220,62a377987dc029e2d66c638d,2022-06-10,0:01:25,Data Architect,Yes,75.5,Other (Please Specify):Poultry,Python,7.0,7.0,8.0,9.0,10.0,10.0,Neither easy nor difficult,Remote Work,Male,29.0,United States,High School,White or Caucasian,66.0,85.0
221,62a377f424a2626027389af3,2022-06-10,0:03:54,Data Analyst,Yes,20.0,Telecommunication,R,2.0,8.0,7.0,6.0,5.0,6.0,Neither easy nor difficult,Good Work/Life Balance,Male,41.0,Other (Please Specify):Peru,Bachelors,Hispanic or Latino,0.0,40.0
222,62a3784c0f8c8599d5af8fbc,2022-06-10,0:01:54,Other,No,20.0,Other (Please Specify):Renewable Resources,R,1.0,7.0,7.0,1.0,4.0,10.0,Neither easy nor difficult,Better Salary,Male,23.0,United States,Associates,White or Caucasian,0.0,40.0
223,62a37a43d8c00e9f541a4a7c,2022-06-10,0:03:34,Data Analyst,Yes,20.0,Finance,Python,4.0,7.0,8.0,7.0,8.0,8.0,Difficult,Better Salary,Male,31.0,Other (Please Specify):Nigeria,Bachelors,Black or African American,0.0,40.0
224,62a37a7818134ddc75cf0d4c,2022-06-10,0:01:27,Data Analyst,No,20.0,Healthcare,Python,0.0,10.0,10.0,10.0,10.0,10.0,Difficult,Better Salary,Male,22.0,Other (Please Specify):Philippines,Bachelors,Native Hawaiian or other Pacific Islander,0.0,40.0
225,62a37aa1cf255543173081e5,2022-06-10,0:01:51,Data Analyst,No,75.5,Finance,Python,3.0,5.0,5.0,5.0,3.0,3.0,Very Difficult,Better Salary,Male,29.0,United States,Masters,Hispanic or Latino,66.0,85.0
226,62a37ad924a2626027389f8a,2022-06-10,0:02:04,Data Scientist,Yes,20.0,Tech,Python,4.0,4.0,4.0,0.0,0.0,6.0,Difficult,Good Culture,Male,23.0,Other (Please Specify):Malaysia,Bachelors,Other (Please Specify):Indian,0.0,40.0
227,62a37b7db4da29969c636123,2022-06-10,0:01:25,Student/Looking/None,No,20.0,Other (Please Specify):Customer service ,Other,0.0,0.0,1.0,1.0,0.0,1.0,Neither easy nor difficult,Remote Work,Female,24.0,United States,High School,Hispanic or Latino,0.0,40.0
228,62a37bab2e54c9003e53a10a,2022-06-10,0:02:09,Data Analyst,Yes,75.5,Other (Please Specify): Manufacturering ,Python,5.0,9.0,10.0,10.0,5.0,10.0,Neither easy nor difficult,Better Salary,Male,26.0,United States,Bachelors,Black or African American,66.0,85.0
229,62a37c50cec54911e9cacee2,2022-06-10,0:01:30,Student/Looking/None,Yes,20.0,Finance,Python,4.0,3.0,5.0,2.0,2.0,3.0,Difficult,Good Culture,Male,31.0,India,Bachelors,Asian or Asian American,0.0,40.0
230,62a37d41bae91e4b8b8369f7,2022-06-10,0:01:31,Data Analyst,Yes,20.0,Other (Please Specify):sports,Python,1.0,1.0,1.0,1.0,7.0,9.0,Neither easy nor difficult,Remote Work,Male,22.0,Other (Please Specify):nigeria,Bachelors,Black or African American,0.0,40.0
231,62a37f8db4da29969c6367bf,2022-06-10,0:02:32,Data Analyst,Yes,75.5,Other (Please Specify):fashion/online store,Python,7.0,8.0,10.0,8.0,7.0,5.0,Neither easy nor difficult,Remote Work,Male,31.0,Other (Please Specify):Germany,Bachelors,White or Caucasian,66.0,85.0
232,62a37ff3bae91e4b8b836ed0,2022-06-10,0:01:21,Student/Looking/None,Yes,20.0,Tech,Python,0.0,4.0,0.0,0.0,4.0,5.0,Neither easy nor difficult,Better Salary,Male,27.0,United States,Masters,Asian or Asian American,0.0,40.0
233,62a38023575fa3a5ae89339e,2022-06-10,0:01:32,Student/Looking/None,No,20.0,Other (Please Specify):I am a student,Python,1.0,1.0,2.0,1.0,1.0,1.0,Difficult,Better Salary,Female,25.0,United States,Bachelors,Asian or Asian American,0.0,40.0
234,62a38153cec54911e9cad855,2022-06-10,0:24:18,Data Analyst,Yes,20.0,Healthcare,Python,4.0,10.0,10.0,8.0,8.0,10.0,Easy,Good Work/Life Balance,Male,30.0,Other (Please Specify):Colombia,Masters,Hispanic or Latino,0.0,40.0
235,62a381d024a262602738ab19,2022-06-10,0:01:44,Data Analyst,Yes,53.0,Healthcare,R,0.0,6.0,5.0,6.0,0.0,2.0,Easy,Other (Please Specify):Opportunities for growth ,Male,28.0,United States,Masters,Hispanic or Latino,41.0,65.0
236,62a38227bae91e4b8b837235,2022-06-10,0:01:37,Data Analyst,No,137.5,Finance,Python,6.0,6.0,5.0,4.0,2.0,4.0,Easy,Remote Work,Male,26.0,United States,Bachelors,White or Caucasian,125.0,150.0
237,62a38489cf25554317309145,2022-06-10,0:01:40,Data Scientist,Yes,137.5,Other (Please Specify):Retail,Python,6.0,7.0,7.0,10.0,6.0,7.0,Neither easy nor difficult,Remote Work,Female,32.0,United States,Masters,White or Caucasian,125.0,150.0
238,62a384f0cec54911e9cadd6f,2022-06-10,0:02:41,Data Analyst,Yes,20.0,Other (Please Specify):Marketing ,Other,3.0,5.0,6.0,4.0,6.0,6.0,Neither easy nor difficult,Better Salary,Female,40.0,Other (Please Specify):Poland,PhD,White or Caucasian,0.0,40.0
239,62a385480f8c8599d5afa5c6,2022-06-10,0:02:38,Data Engineer,Yes,20.0,Other (Please Specify):Manufacturing,Python,4.0,7.0,7.0,6.0,8.0,7.0,Neither easy nor difficult,Better Salary,Male,36.0,Other (Please Specify):Singapore,Associates,Asian or Asian American,0.0,40.0
240,62a3856218134ddc75cf1ee0,2022-06-10,0:01:29,Data Analyst,Yes,75.5,Finance,Python,6.0,10.0,9.0,9.0,9.0,10.0,Difficult,Better Salary,Male,35.0,United States,Bachelors,Hispanic or Latino,66.0,85.0
241,62a385c40f8c8599d5afa6cf,2022-06-10,0:00:59,Data Analyst,Yes,75.5,Tech,Python,3.0,4.0,4.0,4.0,5.0,5.0,Very Difficult,Good Work/Life Balance,Male,29.0,United States,Masters,Asian or Asian American,66.0,85.0
242,62a385ddbae91e4b8b837855,2022-06-10,0:04:08,Data Analyst,No,53.0,Finance,Python,6.0,5.0,9.0,9.0,7.0,5.0,Neither easy nor difficult,"Other (Please Specify):I just started and I don't like programming so much, so I would search for a more ""impactiful"" role. Meaning: being able to take decisions that steer the business.",Female,25.0,Other (Please Specify):Germany,Masters,Hispanic or Latino,41.0,65.0
243,62a385e7b4da29969c6372ab,2022-06-10,0:02:05,Database Developer,Yes,53.0,Other (Please Specify):Hospitality ,Python,6.0,8.0,8.0,9.0,6.0,8.0,Difficult,Remote Work,Male,29.0,United States,Bachelors,White or Caucasian,41.0,65.0
244,62a386dfcec54911e9cae1d3,2022-06-10,0:02:04,Data Analyst,No,95.5,Agriculture,Python,7.0,6.0,7.0,4.0,5.0,8.0,Difficult,Good Work/Life Balance,Male,26.0,United States,Bachelors,Black or African American,86.0,105.0
245,62a3870bbc6861bf31775841,2022-06-10,0:02:02,Data Analyst,No,20.0,Other (Please Specify):Marketing,R,1.0,1.0,1.0,1.0,1.0,1.0,Neither easy nor difficult,Remote Work,Male,34.0,Other (Please Specify):Ghana,Bachelors,Black or African American,0.0,40.0
246,62a38733f8d5efcc22f859fc,2022-06-10,0:01:27,Data Analyst,Yes,20.0,Finance,Python,5.0,2.0,5.0,4.0,3.0,5.0,Neither easy nor difficult,Good Work/Life Balance,Male,26.0,Other (Please Specify):Egypt,Bachelors,White or Caucasian,0.0,40.0
247,62a387e6575fa3a5ae8940a1,2022-06-10,0:02:11,Data Analyst,No,20.0,Tech,Python,3.0,3.0,5.0,4.0,3.0,2.0,Difficult,Other (Please Specify):Good opportunities in projects and learnjng,Female,22.0,India,Bachelors,Asian or Asian American,0.0,40.0
248,62a388d524a262602738b869,2022-06-10,0:01:40,Student/Looking/None,Yes,20.0,Construction,Python,0.0,2.0,0.0,1.0,1.0,2.0,Very Difficult,Remote Work,Female,24.0,Other (Please Specify):Kenya,Bachelors,Black or African American,0.0,40.0
249,62a38975b4da29969c637830,2022-06-10,0:03:09,Data Analyst,No,20.0,Other (Please Specify):Medical industry ,Python,3.0,6.0,6.0,6.0,4.0,3.0,Neither easy nor difficult,Better Salary,Male,26.0,Other (Please Specify):Costa Rica,Bachelors,Hispanic or Latino,0.0,40.0
250,62a38985f8f756164585b89c,2022-06-10,0:03:13,Data Architect,Yes,20.0,Finance,Python,5.0,6.0,2.0,3.0,3.0,5.0,Very Difficult,Good Work/Life Balance,Female,34.0,Other (Please Specify):Portugsl,Masters,White or Caucasian,0.0,40.0
251,62a389b70f8c8599d5afad1a,2022-06-10,0:02:27,Data Analyst,No,20.0,Tech,Python,3.0,5.0,4.0,5.0,4.0,2.0,Neither easy nor difficult,Better Salary,Male,29.0,India,Bachelors,Asian or Asian American,0.0,40.0
252,62a389ed18134ddc75cf24f8,2022-06-10,0:01:27,Data Scientist,No,20.0,Tech,R,2.0,7.0,7.0,7.0,7.0,7.0,Easy,Better Salary,Male,21.0,Other (Please Specify):Nigeria,Bachelors,Black or African American,0.0,40.0
253,62a38a060a77c1a77f6654b7,2022-06-10,0:02:47,Other,No,20.0,Other (Please Specify):Management,Python,2.0,4.0,5.0,3.0,1.0,1.0,Neither easy nor difficult,Good Work/Life Balance,Female,35.0,Other (Please Specify):Macedonia,Masters,White or Caucasian,0.0,40.0
254,62a38a4d575fa3a5ae8944df,2022-06-10,0:01:43,Data Analyst,No,53.0,Education,Python,7.0,7.0,8.0,8.0,6.0,7.0,Neither easy nor difficult,Good Work/Life Balance,Male,26.0,United States,Bachelors,Black or African American,41.0,65.0
255,62a38a97cf25554317309af2,2022-06-10,0:01:42,Data Analyst,Yes,53.0,Other (Please Specify):Warehouse,Python,2.0,4.0,7.0,10.0,5.0,10.0,Neither easy nor difficult,Remote Work,Male,28.0,United States,Bachelors,White or Caucasian,41.0,65.0
256,62a38c120f8c8599d5afb0e9,2022-06-10,0:02:02,Other,No,53.0,Other (Please Specify):Non profit Animal Welfare,Python,1.0,5.0,5.0,1.0,0.0,3.0,Easy,Better Salary,Female,33.0,United States,Bachelors,White or Caucasian,41.0,65.0
257,62a38c9dbc6861bf317760c4,2022-06-10,0:01:57,Data Analyst,Yes,75.5,Other (Please Specify):Consulting,Other,7.0,6.0,5.0,7.0,4.0,4.0,Easy,Better Salary,Female,56.0,United States,Bachelors,White or Caucasian,66.0,85.0
258,62a38de50f8c8599d5afb3e7,2022-06-10,0:04:30,Other,No,20.0,Other (Please Specify):Insurance ,Python,3.0,3.0,6.0,5.0,,4.0,Difficult,Good Work/Life Balance,Male,23.0,India,Bachelors,Asian or Asian American,0.0,40.0
259,62a3906224a262602738c58a,2022-06-10,0:01:16,Data Scientist,Yes,137.5,Healthcare,Python,4.0,5.0,5.0,5.0,4.0,5.0,Difficult,Better Salary,Male,28.0,United States,Masters,White or Caucasian,125.0,150.0
260,62a3907cbae91e4b8b838917,2022-06-10,0:01:44,Student/Looking/None,No,20.0,Other (Please Specify):none,JavaScript,0.0,0.0,0.0,0.0,0.0,10.0,Neither easy nor difficult,Remote Work,Male,21.0,Other (Please Specify):Egypt,High School,White or Caucasian,0.0,40.0
261,62a390c0d8c00e9f541a6fd7,2022-06-10,0:02:14,Student/Looking/None,No,75.5,Other (Please Specify):Social work ,Python,2.0,2.0,4.0,1.0,2.0,1.0,Neither easy nor difficult,Good Work/Life Balance,Male,35.0,United States,Masters,Black or African American,66.0,85.0
262,62a390e4f3072dd89262c0cd,2022-06-10,0:01:25,Data Analyst,No,53.0,Healthcare,Python,7.0,5.0,9.0,9.0,9.0,8.0,Neither easy nor difficult,Remote Work,Male,29.0,Other (Please Specify):Irel,Masters,Asian or Asian American,41.0,65.0
263,62a391cacf2555431730a623,2022-06-10,0:01:18,Data Analyst,No,95.5,Tech,Python,9.0,10.0,8.0,8.0,7.0,7.0,Neither easy nor difficult,Other (Please Specify):Projects I’m interested in,Female,23.0,United States,Bachelors,Asian or Asian American,86.0,105.0
264,62a39214f8f756164585c6b6,2022-06-10,0:03:06,Other,No,53.0,Finance,Python,3.0,3.0,3.0,0.0,0.0,1.0,Difficult,Good Work/Life Balance,Male,25.0,India,Bachelors,Asian or Asian American,41.0,65.0
265,62a39297b4da29969c638679,2022-06-10,0:01:36,Data Engineer,Yes,95.5,Other (Please Specify):E-commerce,Python,8.0,7.0,10.0,9.0,10.0,10.0,Easy,Better Salary,Male,27.0,United States,Masters,White or Caucasian,86.0,105.0
266,62a393330a77c1a77f6662e4,2022-06-10,0:01:54,Data Analyst,No,20.0,Tech,Python,3.0,8.0,7.0,5.0,8.0,7.0,Neither easy nor difficult,Better Salary,Male,22.0,India,Bachelors,Other (Please Specify):Indian,0.0,40.0
267,62a3944024a262602738cb07,2022-06-10,0:02:02,Data Analyst,Yes,20.0,Other (Please Specify):IT,Python,6.0,3.0,5.0,7.0,5.0,7.0,Neither easy nor difficult,Good Work/Life Balance,Male,22.0,India,Bachelors,Asian or Asian American,0.0,40.0
268,62a3951ed8c00e9f541a75d1,2022-06-10,0:01:41,Other,No,115.5,Other (Please Specify),Java,7.0,7.0,4.0,5.0,5.0,4.0,Neither easy nor difficult,Better Salary,Male,43.0,United States,Masters,Asian or Asian American,106.0,125.0
269,62a3958fcec54911e9caf827,2022-06-10,0:05:13,Other,Yes,20.0,Tech,Python,3.0,5.0,8.0,4.0,5.0,5.0,Difficult,Better Salary,Female,32.0,United States,Bachelors,Asian or Asian American,0.0,40.0
270,62a3970ebae91e4b8b839495,2022-06-10,0:01:06,Student/Looking/None,Yes,75.5,Healthcare,Other,,,,,,0.0,Difficult,Good Work/Life Balance,Female,42.0,United States,Masters,Asian or Asian American,66.0,85.0
271,62a3976ecf2555431730af5e,2022-06-10,0:01:40,Other,No,75.5,Other (Please Specify):Legal,Python,4.0,6.0,2.0,3.0,3.0,2.0,Very Difficult,Remote Work,Male,31.0,United States,Bachelors,Hispanic or Latino,66.0,85.0
272,62a397fb5d257a28a30e279a,2022-06-10,0:01:20,Data Engineer,No,20.0,Other (Please Specify):Media & advertising ,Python,0.0,10.0,10.0,5.0,0.0,3.0,Neither easy nor difficult,Better Salary,Male,25.0,United Kingdom,Bachelors,White or Caucasian,0.0,40.0
273,62a3980c7dc029e2d66c9a81,2022-06-10,0:01:49,Data Analyst,No,53.0,Agriculture,Other,3.0,5.0,5.0,5.0,3.0,2.0,Neither easy nor difficult,Better Salary,Female,25.0,United States,Masters,Asian or Asian American,41.0,65.0
274,62a3980e0f8c8599d5afc32c,2022-06-10,0:01:27,Data Analyst,Yes,115.5,Other (Please Specify):Aviation,Other,9.0,9.0,9.0,6.0,9.0,8.0,Difficult,Good Work/Life Balance,Male,31.0,United States,Masters,Asian or Asian American,106.0,125.0
275,62a39a340f8c8599d5afc6ce,2022-06-10,0:01:23,Data Scientist,Yes,20.0,Education,Python,3.0,3.0,1.0,1.0,1.0,6.0,Difficult,Better Salary,Male,36.0,Other (Please Specify):Morocco,Masters,White or Caucasian,0.0,40.0
276,62a39a95bc6861bf3177751d,2022-06-10,0:02:24,Other,No,53.0,Healthcare,Python,6.0,8.0,8.0,8.0,8.0,10.0,Neither easy nor difficult,Good Work/Life Balance,Female,35.0,Other (Please Specify):Bulgaria,Masters,White or Caucasian,41.0,65.0
277,62a39b315d257a28a30e2cae,2022-06-10,0:01:40,Data Analyst,Yes,75.5,Other (Please Specify):Utilities,R,6.0,10.0,10.0,10.0,9.0,8.0,Easy,Remote Work,Male,28.0,United States,Bachelors,White or Caucasian,66.0,85.0
278,62a39b6cf408bae018ede929,2022-06-10,0:01:55,Data Analyst,No,20.0,Other (Please Specify):Audit Firm,Python,8.0,8.0,9.0,9.0,8.0,7.0,Neither easy nor difficult,Better Salary,Male,27.0,Other (Please Specify):Peru,Bachelors,Hispanic or Latino,0.0,40.0
279,62a39bd324a262602738d725,2022-06-10,0:01:23,Data Analyst,Yes,20.0,Other (Please Specify):Sports,Python,7.0,4.0,7.0,4.0,8.0,10.0,Easy,Good Work/Life Balance,Male,25.0,Other (Please Specify):Costa Rica ,Bachelors,Hispanic or Latino,0.0,40.0
280,62a39e03f408bae018eded39,2022-06-10,0:01:59,Data Analyst,No,20.0,Other (Please Specify):E-commerce,Python,6.0,6.0,10.0,8.0,6.0,8.0,Neither easy nor difficult,Better Salary,Male,25.0,Other (Please Specify):Poland,Bachelors,White or Caucasian,0.0,40.0
281,62a39e69d8c00e9f541a8358,2022-06-10,0:01:10,Other,No,53.0,Other (Please Specify):Sports/Marketing,R,5.0,5.0,5.0,5.0,5.0,5.0,Difficult,Good Work/Life Balance,Male,22.0,United States,Masters,White or Caucasian,41.0,65.0
282,62a3a0bcf8f756164585daf7,2022-06-10,0:03:49,Data Analyst,Yes,53.0,Healthcare,Other,7.0,8.0,8.0,4.0,6.0,8.0,Neither easy nor difficult,Good Culture,Male,38.0,Other (Please Specify):Germany,High School,White or Caucasian,41.0,65.0
283,62a3a1a62e54c9003e53dc35,2022-06-10,0:01:47,Data Analyst,Yes,20.0,Education,Python,0.0,0.0,5.0,0.0,0.0,0.0,Difficult,Good Culture,Male,27.0,Other (Please Specify):Kenya,Bachelors,Black or African American,0.0,40.0
284,62a3a231b4da29969c639b2c,2022-06-10,0:02:55,Data Analyst,Yes,95.5,Other (Please Specify):Consulting,Other,4.0,4.0,2.0,2.0,2.0,2.0,Easy,Remote Work,Female,34.0,Canada,Bachelors,Black or African American,86.0,105.0
285,62a3a3800f8c8599d5afd4db,2022-06-10,0:01:45,Data Analyst,Yes,75.5,Other (Please Specify):Nonprofit,Python,9.0,10.0,10.0,9.0,8.0,10.0,Difficult,Better Salary,Female,31.0,United States,Bachelors,White or Caucasian,66.0,85.0
286,62a3a4fdbae91e4b8b83ab6f,2022-06-10,0:03:52,Data Analyst,Yes,53.0,Tech,Python,4.0,9.0,8.0,8.0,6.0,10.0,Neither easy nor difficult,Better Salary,Female,33.0,Canada,Masters,Black or African American,41.0,65.0
287,62a3a7f50a77c1a77f668221,2022-06-10,0:00:59,Student/Looking/None,Yes,20.0,Tech,Python,2.0,5.0,5.0,5.0,5.0,5.0,Very Difficult,Remote Work,Male,23.0,United States,Bachelors,Asian or Asian American,0.0,40.0
288,62a3a90f24a262602738e800,2022-06-10,0:01:26,Data Analyst,Yes,53.0,Healthcare,Other,3.0,10.0,9.0,10.0,5.0,0.0,Neither easy nor difficult,Better Salary,Female,25.0,United States,Bachelors,Asian or Asian American,41.0,65.0
289,62a3a9dbd8c00e9f541a93eb,2022-06-10,0:01:54,Data Analyst,Yes,20.0,Tech,Python,4.0,4.0,4.0,5.0,2.0,1.0,Difficult,Better Salary,Male,29.0,Other (Please Specify):Iran,Masters,White or Caucasian,0.0,40.0
290,62a3aaa3cec54911e9cb1724,2022-06-10,0:02:16,Other,Yes,53.0,Healthcare,R,5.0,7.0,9.0,8.0,8.0,8.0,Neither easy nor difficult,Better Salary,Female,29.0,United States,Masters,Black or African American,41.0,65.0
291,62a3ab320f8c8599d5afdfa8,2022-06-10,0:01:45,Data Analyst,Yes,20.0,Tech,R,3.0,4.0,4.0,4.0,4.0,2.0,Easy,Better Salary,Male,31.0,India,Masters,Asian or Asian American,0.0,40.0
292,62a3abacd8c00e9f541a96eb,2022-06-10,0:01:33,Student/Looking/None,No,20.0,Real Estate,R,0.0,5.0,0.0,0.0,0.0,0.0,Very Difficult,Remote Work,Male,34.0,Other (Please Specify):South Africa ,High School,Black or African American,0.0,40.0
293,62a3ac4bf8f756164585ea83,2022-06-10,0:02:04,Data Analyst,Yes,20.0,Tech,Python,3.0,2.0,4.0,3.0,7.0,8.0,Easy,Good Work/Life Balance,Male,26.0,Other (Please Specify):Bangladesh ,Bachelors,Other (Please Specify):Bangladeshi,0.0,40.0
294,62a3ad35cec54911e9cb1b5c,2022-06-10,0:01:34,Other,No,95.5,Healthcare,Python,4.0,6.0,5.0,6.0,6.0,4.0,Neither easy nor difficult,Remote Work,Female,26.0,United States,Bachelors,White or Caucasian,86.0,105.0
295,62a3ae69bc6861bf3177900d,2022-06-10,0:02:55,Other,Yes,53.0,Other (Please Specify):Law Enforcement,Other,3.0,6.0,9.0,6.0,5.0,10.0,Difficult,Other (Please Specify):Mentorship from leading Data Analyst,Male,27.0,United States,Masters,Black or African American,41.0,65.0
296,62a3af26cec54911e9cb1f3a,2022-06-10,0:01:42,Data Analyst,Yes,75.5,Other (Please Specify):last mile delivery logistics,Python,8.0,5.0,9.0,6.0,6.0,10.0,Neither easy nor difficult,Remote Work,Male,26.0,United States,Bachelors,White or Caucasian,66.0,85.0
297,62a3af66f8f756164585eeb8,2022-06-10,0:03:01,Student/Looking/None,Yes,20.0,Tech,Python,4.0,5.0,4.0,4.0,3.0,4.0,Very Difficult,Better Salary,Female,26.0,United States,Masters,Asian or Asian American,0.0,40.0
298,62a3b135b4da29969c63b1ed,2022-06-10,0:01:18,Data Analyst,Yes,53.0,Finance,R,2.0,5.0,5.0,5.0,4.0,5.0,Easy,Better Salary,Male,24.0,United States,Bachelors,White or Caucasian,41.0,65.0
299,62a3b255d8c00e9f541a9fd5,2022-06-10,0:02:18,Data Analyst,Yes,95.5,Other (Please Specify):Retail,Python,4.0,6.0,3.0,4.0,4.0,2.0,Easy,Better Salary,Female,28.0,Other (Please Specify):Ire,Masters,Other (Please Specify):Indian,86.0,105.0
300,62a3b314f408bae018ee0938,2022-06-10,0:01:18,Data Analyst,Yes,115.5,Other (Please Specify):Manufacturing,R,8.0,8.0,10.0,9.0,7.0,5.0,Easy,Better Salary,Male,29.0,United States,Bachelors,White or Caucasian,106.0,125.0
301,62a3b3f6bc6861bf3177973b,2022-06-10,0:01:02,Data Analyst,Yes,75.5,Finance,Python,3.0,2.0,1.0,1.0,0.0,2.0,Very Difficult,Better Salary,Female,26.0,United States,Masters,Asian or Asian American,66.0,85.0
302,62a3ba4dbc6861bf31779f24,2022-06-10,0:01:19,Data Analyst,Yes,53.0,Other (Please Specify):Arrosp,Python,3.0,5.0,3.0,3.0,1.0,1.0,Neither easy nor difficult,Better Salary,Male,28.0,United Kingdom,Bachelors,White or Caucasian,41.0,65.0
303,62a3baa624a262602738ff27,2022-06-10,0:04:19,Data Analyst,No,20.0,Finance,Python,6.0,8.0,7.0,6.0,2.0,4.0,Easy,Other (Please Specify):Intresting work,Male,25.0,Other (Please Specify):France,Masters,White or Caucasian,0.0,40.0
304,62a3bc00d8c00e9f541aad66,2022-06-10,0:01:30,Data Analyst,Yes,75.5,Finance,R,5.0,7.0,7.0,3.0,7.0,9.0,Difficult,Better Salary,Female,26.0,United States,Bachelors,Asian or Asian American,66.0,85.0
305,62a3bf1b0a77c1a77f66a347,2022-06-10,0:05:36,Data Engineer,Yes,137.5,Healthcare,Python,6.0,3.0,9.0,5.0,8.0,8.0,Neither easy nor difficult,Remote Work,Female,38.0,United States,Masters,White or Caucasian,125.0,150.0
306,62a3c021f8f756164586043f,2022-06-10,0:02:00,Other,Yes,20.0,Other (Please Specify):Demography and Social Statistics ,Other,0.0,3.0,3.0,3.0,4.0,4.0,Neither easy nor difficult,Better Salary,Female,20.0,Other (Please Specify):Nigeria ,High School,Black or African American,0.0,40.0
307,62a3c1b1bc6861bf3177aa8c,2022-06-10,0:02:04,Data Analyst,No,75.5,Education,Other,4.0,6.0,7.0,7.0,2.0,2.0,Neither easy nor difficult,Remote Work,Female,45.0,United States,Masters,Black or African American,66.0,85.0
